MERCHANT_TX_ID,TX_ID,PAYMENT_REFERENCE,EVENT_TYPE,EVENT_TIMESTAMP,MERCHANT_ID,PAYMENT_METHOD,AMOUNT,CURRENCY,COUNTRY
0a10a859-552e-442a-90e9-d973773c1b59,2130391909,5ZBCIH9,SUCCEEDED,2023-09-23T10:44:56Z,TAZAPAYLIVECDKLLC4345246589,BLIK,14.98,PLN,PL
88c268dc-0429-4779-b806-3d4783b78e4a,140120081139,6NEY74G,SUCCEEDED,2023-09-23T10:52:15Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
d9674ff9-ff8a-494d-bf6e-8b8d0d3788d4,140120082633,6YS3OFC,SUCCEEDED,2023-09-23T10:56:04Z,TAZAPAYLIVECDKLLC4345246589,BLIK,43.19,PLN,PL
71803a9e-2574-45e3-b3d6-74b12d258df3,2130397156,5QZKHNG,SUCCEEDED,2023-09-23T10:57:33Z,TAZAPAYLIVECDKLLC4345246589,BLIK,405.39,PLN,PL
008eb6a6-33dd-4672-9e06-9e3794bc88bb,140120086927,6FHW0UK,SUCCEEDED,2023-09-23T11:06:38Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
045b2aa5-bac6-4e55-8303-88bcf83b917e,140120089407,696AX76,SUCCEEDED,2023-09-23T11:12:48Z,TAZAPAYLIVECDKLLC4345246589,BLIK,2.09,PLN,PL
3354b090-8321-4e2f-abd6-9a6454fd44c4,2130404208,5KX5CPS,SUCCEEDED,2023-09-23T11:15:49Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
d373a18e-b0e2-4004-a31d-8a9a2184e0a3,140120092115,6M0KZKN,SUCCEEDED,2023-09-23T11:19:42Z,TAZAPAYLIVECDKLLC4345246589,BLIK,37.19,PLN,PL
f20dd335-ac00-47bd-b386-621d123e9758,140120092238,6E0E7NK,SUCCEEDED,2023-09-23T11:20:08Z,TAZAPAYLIVECDKLLC4345246589,BLIK,350.98,PLN,PL
4eeeca09-b10b-4c56-8c90-f0edd00ed18d,2130406589,59AMPL6,SUCCEEDED,2023-09-23T11:21:35Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
